,place_name,place_category_detail,comment_user,comment_star,comment_time,comment_content
3775,라카페갤러리,갤러리카페,dalbam,80,2021.05.22.,"행복한 공간입니다.
다만 빨대를...
환경을 생각하셔서 무제한 제공해주지않으셨으면 하는 아쉬움이 들어요 ㅠ
플라스틱쓰레기를 만들지않는 라카페갤러리는 훨씬 아름다울듯요"
3776,라카페갤러리,갤러리카페,sungwon,100,2021.03.11.,박노해 작가님을 좋아하게 되면서 알게된 공간입니다~ 친절하시고 음료도 맛있어요~ 다음번에는 계절음료 꼭 마시고 싶어요^^
3777,라카페갤러리,갤러리카페,플뢰르드,100,2021.03.05.,"박노해 사진전이 열린다길래 우연히 가게 되었는데, 전시의 내용도 좋고 잘 되어있어요. 주기적으로 전시가 바뀐다고하니, 이후에도 여러번 찾아가고 싶은 곳이네요 :)"
3778,라카페갤러리,갤러리카페,웋,60,2020.10.10.,음료 평범. 카페에서 걸레냄새?? 비슷한 퀴퀴한 냄새가 났음. 갤러리 아주 좋았음.
3779,라카페갤러리,갤러리카페,유희,80,2020.10.01.,가볼만합니다~
3780,라카페갤러리,갤러리카페,원펄,100,2020.08.14.,쿠키도 맛있었고 오래 편히 얘기하다 나왔습니다. 문앞 나무화분에서 새들이 앉아 블루베리를 따먹는 모습을 보았습니다.
3781,라카페갤러리,갤러리카페,렛츠고,100,2020.02.01.,"1층은 카페 2층은 갤러리. 
차만 마시거나 
전시만 보고 나올수도 있지만,
박노해시인의 사진과 글의 깊이 때문인지
꽤 오래 머물게 되는 곳
더보기"
3782,라카페갤러리,갤러리카페,Rove,80,2019.12.22.,"좋은 공간입니다. 물론 커피도
다만 음악 선곡만 좀 나아졌으면....."
3783,라카페갤러리,갤러리카페,쑤쑤나,100,2019.11.29.,"좋음
또 갈의사 있음"
3784,라카페갤러리,갤러리카페,김솔지,80,2019.07.21.,가장 좋아하는 장소 중 하나인 라카페 갤러리! 장소 이전 후 새롭게 오픈했다는 소식듣고 방문했어요! ㅎㅎ 제가 좋아했던 고즈넉하고 잔잔한 분위기는 없어졌지만.. ㅠ 그래도 여전히 차는 맛있습니다ㅎㅎ 부암동에 위치했을때 방문하셨던 분들은 좀 더 대중적으로 바뀐 점 참고하세요!
3785,라카페갤러리,갤러리카페,MJay Ko 고 민정,60,2019.03.31.,Gallery Café
3786,라카페갤러리,갤러리카페,bh,100,2019.01.30.,카페는 그저 그렇지만 박노해 시인님의 전시와 책들만으로도 찾아갈 이유가 충분하며 별점 5개를 주기에도 충분하다.
3787,라카페갤러리,갤러리카페,도오둥,100,2018.09.30.,사진과 차를 즐길수잇는곳
3788,라카페갤러리,갤러리카페,블블,60,2018.07.10.,"음료가 좀만 더 다양했으면 
박노해 시인 사진 전시회를 무료로 관람할 수 있다."
3789,라카페갤러리,갤러리카페,마루,100,2018.01.09.,"평균 이상의 음료, 편안한 자리와 음악 선곡"
3790,라카페갤러리,갤러리카페,SSun.,80,2016.03.09.,"눈내린 다음날 갔던 카페
운치 하난 끝내주는 이곳
박노해 사진전도 하고 있어 문화생활도 하고
일석이조!!"
3791,로코랩,카페,종달,80,2023.09.09.,"인테리어가 예쁜 카페입니다. 입구에 있는 물장식과 2층의 통창이 특히 매력적입니다. 햇볕이 좋을때 가보시길 권합니다. 직장인들이 많은 동네라서 붐비지는 않습니다.
음료는 조금 가격이 나가는 편입니다. 직원분들은 적당히 친절한 정도입니다."
3792,로코랩,카페,동현,20,2023.08.24.,"휴무안내를 네이버지도, 카카오맵 아무 곳에서도 볼 수 없고 인스타에도 안 적혀 있고 찾아온 사람 참 뭐 되게 하네요
공지를 하세요 공지를"
3793,로코랩,카페,hn,60,2023.08.16.,
3794,로코랩,카페,312,60,2023.08.09.,"종각 근처에 있는 독특한 분위기의 커피전문점 카페

입구의 워터커튼부터 범상치 않은 분위기를 자랑하는 카페. 1층은 마치 동남아에 온 듯한 느낌을 받을 수 있는 인테리어로 꾸며져있었습니다. 야외테라스 공간부터 2층의 다양한 테이블과 안쪽 테라스까지 테이블은 넉넉하게 있었고 테이블 간격도 잘 배치되어 있었어요

주문은 키오스크로 가능하고 카톡알람을 통해 제조현황을 알 수 있었어요. 카페 메뉴도 나름 다양하게 준비되어 있었는데 태국의 땡모반, 베트남의 연유커피, 런던 밀크티 등 이색적인 메뉴들이 눈길을 끌었습니다

맛은 뭐, 기대를 많이했나 그냥 보통이였습니다. 딱 보통
더보기"
3795,로코랩,카페,ㅋ,100,2023.07.22.,상호가 일반음식점
3796,로코랩,카페,청파동불주먹,100,2023.06.30.,점심시간에 갔는데 사람 복작하니 많았는데 공간이 넓어서 좋았네여~ 디저트도 맛있어용
3797,로코랩,카페,Cindy 신디,100,2023.06.16.,very nice relaxing Cafe with multiple floors and rooms. drinks and cake were great. staff is very nice and helpful. 😊
3798,로코랩,카페,Steeven,80,2023.06.16.,Very nice atmosphere.
3799,로코랩,카페,돈,20,2023.05.24.,망고주스 펀치맛
3800,로코랩,카페,lamp,60,2023.05.05.,
3801,로코랩,카페,아농,60,2023.04.09.,친절하지 않은 직원 그리고 15000원의 프렌치토스트라기엔 너무 가성비 떨어졌던 음식. 카페 분위기가 이색적이었던 점은 좋았고 음료는 무난했음.
3802,로코랩,카페,3점평범4점맛있5점최고,80,2023.04.02.,"좌석도 많고 넓어요
루프탑 경치도 괜찮아요

커피 원두 자체가 탄 맛 없어서 라떼랑 잘 어울려요
특히 코코넛라떼 진짜 진하고 맛있었습니다
디카페인 원두도 탄 맛이 없더라고요! 전 좋았어요
디저트 재료는 아끼지 않고 듬뿍 넣어서 만든 거 같았지만 맛 자체는 평범했어요
더보기"
3803,로코랩,카페,.,80,2023.03.17.,"인스타 감성카페 느낌 X, 편하게 가기 좋은 프랜차이즈 같은 느낌 O.
좌석 많아요. 
근데 계속 같은 음악이 반복재생돼요.. 한시간 있었는데 가사 다 외웠어요"
3804,로코랩,카페,야옹,20,2023.03.16.,화장실 문 6개월째 안고침. 그냥 안고치면 알바들 편하니까 그냥 두는듯. 불편. 화장실 갈 일 없는 분들 가세요
3805,로코랩,카페,탐라탐험가,100,2023.02.11.,"와... 커피가 이리 맛있을수가...
플랫화이트 짱이네요"
3806,로코랩,카페,1인칭 주관성의 객관화,100,2023.01.30.,"미니브런치 10/10
더치커피 10/10

미니브런치에 더치커피(콜드브루) 먹었는데 든든히 잘 먹었어요. 커피랑 음식 모두 맛있고 내부 분위기랑 선곡도 좋아요! 강추 합니다.
직원분들도 엄청 친절하세요ㅎㅎ 케찹이 있는지 물어봤는데 토마토 라구소스 주셨어요. 너무 맛있었네요. 감사합니다. 번창하세요!!
더보기"
3807,로코랩,카페,뽕구스,60,2022.12.23.,9시 30분 마감이라고 보고 갔는데 왜 9시에 마감하시는걸까요? 마감시간이 바뀐거면 수정해두시면 좋을것같네요 음료랑 케이크는 맛있었어요
3808,로코랩,카페,츠츨,60,2022.08.05.,밀크티 기대했는데 평타정도에요.. 다음에는 커피를 도전해보아야 겠습니다
3809,로코랩,카페,Nicole Marie,100,2022.05.06.,그것은 너무 예쁘고 맛있다.
3810,로코랩,카페,디니,80,2022.05.06.,넓고 커피 디저트 굿굿
3811,로코랩,카페,꾀돌이,100,2022.05.04.,음료도 맛있고 루프탑 분위기도 좋아요!
3812,로코랩,카페,맛없는 건 안 먹어요,80,2022.04.07.,채광맛집...햇빛 들어올 때 사진 진짜 잘 찍힘
3813,로코랩,카페,존맛만 별점남김,100,2022.03.19.,"아니 들어가니까 생각보다 내부가 더 넓고 예쁨
음료도 존맛탱구리!!! 
딸기라떼 딸기낭낭하고 밀쿠티도 맛있고 케이크도 꾸덕"
3814,로코랩,카페,NANA,60,2022.03.07.,
3815,로코랩,카페,ㄱ,80,2022.02.17.,"서울 예쁘고 
종로 예쁘고 
카페 예쁘고"
3816,로코랩,카페,현지,80,2021.12.10.,좋아요
3817,로코랩,카페,으니,80,2021.09.25.,카페도 커서 앉을 자리도 많고 음료도 맛있어요 :)
3818,로코랩,카페,ㅇ,100,2021.09.15.,
3819,로코랩,카페,요한나,100,2021.04.04.,The atmosphere is really nice and also the drinks are delicious. Just the perfect space for a little hideout.
3820,로코랩,카페,-,100,2021.03.20.,카페가 예뻐서 서점에서 책 한권사서 커피마시면서 힐링하기에 좋아용 ʕ•́؈•̀₎
3821,로코랩,카페,뉴햄쥐,80,2021.03.02.,달달한거 안좋아하는데 여기꺼는 왜이리 맛잇나 모르겠어요
3822,로코랩,카페,고등어,100,2020.11.29.,은행나무 노랗게 피었을때 뷰가 환상적.. 초코라떼 맛있어요.
3823,로코랩,카페,.,80,2020.09.18.,
3824,로코랩,카페,맛있으면 소리지르는 블로거,80,2020.09.06.,도심속 정원 느낌. 사진도 잘나오고 나름 루프탑도 있으나 스콘이 맛없고 철학이 미약한 카페
3825,로코랩,카페,Yo KJ,100,2020.07.23.,
3826,로코랩,카페,703647,20,2020.06.27.,
3827,로코랩,카페,쿡희,100,2020.06.13.,"에그베네딕트 먹으러온거긴한데 없어졌대요 ㅠㅠ
그래도 다른게 너무맛있어서 만족입니다
그릭요거트도 맛잇어요
다만 주말에가면 안되는 메뉴가 몇개있으니 조심.."
3828,로코랩,카페,ㅇㅇ,100,2020.05.21.,
3829,로코랩,카페,뭉뭉,80,2020.05.13.,가성비 좋은 브런치&콩포트 딸바라떼
3830,로코랩,카페,686,40,2020.05.02.,주말이라 디저트가 라자냐밖에 안됐고 카페 자체가 청결한 느낌은 아니었음
3831,로코랩,카페,빌런,100,2020.04.03.,런던 밀크티 최고. 가격도 합리적인데 분위기도 끝내줌. 팬케이크 맛있다.
3832,로코랩,카페,S,60,2020.03.31.,숙소 근처  에서  브런치
3833,로코랩,카페,mimi,100,2020.02.15.,
3834,로코랩,카페,1,100,2020.02.04.,"인테리어 굿, 맛 굿, 가격 베리굿. 인생카페됐어유"
3835,로코랩,카페,솔직리뷰,100,2019.12.16.,인테리어가 너무 예뻐요!! 라떼도 맛있었어요 ㅎㅎ
3836,로코랩,카페,유라,80,2019.07.01.,
3837,로코랩,카페,맛있구나,100,2019.06.02.,예쁜 카페
3838,로코랩,카페,jenn,100,2019.05.31.,여기 진짜 친절하고 맛있어요... 팬케익 시간이 아니라 티라미슈 먹었는데 맛있었어요 ㅠㅠ 분위기도 좋구!
3839,로코랩,카페,🍛뚱카🍛,60,2019.02.13.,아메리카노 굳.  인테리어는 생각보다 평범 니가 뭘좋아하는지 몰라서 다준비했어 느낌. 한가할때가면 좋을듯
3840,로코랩,카페,Yoona Choi,100,2018.11.09.,가격도 비싸지 않고 분위기도 너무 좋아요!
3841,로코랩,카페,s.,100,2018.05.08.,"맛있고 친절하고.
안으로 들어갈수록 신비로운 인테리어랑 분위기
너무좋아요!"
3842,서울서둘째로잘하는집,전통찻집,Han Jiwon,100,2023.10.09.,
3843,서울서둘째로잘하는집,전통찻집,냔냐,100,2023.10.01.,비싸다싶지만 큰 찹쌀떡과 밤이 푸짐하게 들었어요. 많이 달긴한데 그래서 더 맛있는 것 같아요👍
3844,서울서둘째로잘하는집,전통찻집,Libert Sin,100,2023.09.05.,"2023.09.04 마지막 방문/
겸손하게 서울에서 둘째로 잘한다고 하지만 첫번째가 어디인지는 아무도 모른다.(ㅋ) 달달한 팥죽에 밤 · 울타리콩 · 찹쌀새알 · 은행이 어우러져 다양한 식감과 먹는 재미를 주고, 살짝 뿌려진 계피가루가 킥으로 한 그릇을 뚝딱 비우게 한다. 여름에만 판매하는 팥빙수도 좋고, 원래 전통찻집인 만큼 쌍화탕과 십전대보탕도 괜찮다.//

카카오맵 맛집 추천 지도 - https://www.photoguraphy.com/?p=3997
더보기"
3845,서울서둘째로잘하는집,전통찻집,Charles S.,100,2023.09.02.,"오랜만이어도 맛있는 단팥죽!!!
더 먹고 싶지만 참아야해 ㅠㅠㅋ"
3846,서울서둘째로잘하는집,전통찻집,김기선,100,2023.08.29.,근처에 갈 일이 있어 갑자기 생각나 돌고돌아 주차하고 입구에 갔는데 문이 닫혀있고 인테리어한다고 써있더라구요 휴가철인것도 있고 그 많은 날중에 골라도 어찌 그런날을 골랐는지 속상해서 점심도 안먹고 집으로 왔어요ㅜㅜ
3847,서울서둘째로잘하는집,전통찻집,마지,100,2023.08.15.,대체 불가능하다. 수제비 먹고 팥죽 먹고 삼청공원 산책하면 겨울을 날 힘을 얻음 😋
3848,서울서둘째로잘하는집,전통찻집,골방 베이시스트..,100,2023.08.11.,굉장히 겸손한 간판명이다. 쌀쌀한 날씨에 단팥죽 한 그릇에 손끝까지 온기가 파고들며 적당한 달콤함으로 기분을 끌어올려준다. 살짝 뿌려놓은 계피가루가 매우 잘 어울린다. 그냥 생수를 주는게 아니라 끓인 차를 가져다주는 것도 무척 감사하다.
3849,서울서둘째로잘하는집,전통찻집,완전허당,80,2023.07.21.,"식헤 밥알이 많고 달짝 시원합니다.
단 맛이 설탕맛은 적고 질굼맛 같은 엿맛이 납니다.
의자가 아주 편안하지 않고 가게가 좁은 것이 흠."
3850,서울서둘째로잘하는집,전통찻집,꺆,60,2023.07.10.,"단팥죽 ,쌍화차 시켰는데
단팥죽은 팥향이 찐한게 아니라 단맛만 엄청 강했음
쌍화차는 약보다 씀. 마시면 건강해져야할거 같은 맛
죽보단 쌍화차 경험삼아 먹어보는거 추천"
3851,서울서둘째로잘하는집,전통찻집,지은희,20,2023.06.05.,"불친절 합니다.
자기네가 오래되었다는그맘
하나로 장사합니다.
어제  제가 차가 마시고 싶어
조카가 쌍화차 주문 해주고
나가고
저는 앉아서 기다렀는데 단팥죽을 포장?
제꺼 랍니다.
아니다
차를 주문 했다고해도 포장해서 안된다고?쥔할머니부터 다들 나 몰라라 하기에
기가 막혀서
조카에게 얘기하니  다시가서 얘기 하니
그제서야 쌍화차 ...
저희 가족 여기 단골이었습니다
이제는 절때로 안갈겁니다.
손님을 좀 귀히 여기세요~
더보기"
3852,서울서둘째로잘하는집,전통찻집,아무거나,80,2023.05.03.,
3853,서울서둘째로잘하는집,전통찻집,s,100,2023.04.02.,맛있어요~ 보약 같은 죽!!
3854,서울서둘째로잘하는집,전통찻집,맛집좋아,80,2023.04.01.,진짜 맛있는데 양이 너무 적어요
3855,서울서둘째로잘하는집,전통찻집,Rational,20,2023.03.05.,"여기 사장 하시는분은 상식적으로 생각을 똑바로 해보세요. 

소중한 사람이랑 명소 근방에 와서 외식하고 나들이하는게 매일매일 누리는것도 아니고 

멀리까지 와서, 일주일에 주말되는 시간만 겨우 빼서 좋은 추억을 만들려고 하는건데

들어가자마자 가게 모퉁이 구석에 저런 공간을 내놓고, 저 안쪽에 무슨 사방이 콘크리트공간에 둘러쌓인곳에 공간내놓고서 그곳 안에서 죽을 먹으래요. 

내가 무슨 지금 음식 못먹어가지고 죽는 사람입니까? 
무슨 가축이 배고파서 반드시 먹어야해서 음식먹는곳이에요? 
사방이 콘크리트벽으로 둘러쌓인공간으로 손님안내하고 그곳에서 먹으라고 하게? 

창문보이는곳 뻔히 자리비어있는데 저기 왜 못안게 하냐니까 2명한테는 자리공간이 크다면서요? 
근데 왜 콘크리트로 4면이 둘러쌓인 저딴 짜투리 공간에서는 2인이 4인 테이블안건 말건 신경도 안씁니까? 

내가 진짜 성격이 험악한 사람도 아닌데, 속으로 엄청 화가나더라구요 쌍욕이 거의 튀어나오기 직전일만큼. 

근데 차마 나이든 부모님이랑 같이 온 터라서 내가 이런 귀한 소중한시간 얼굴붉히고 화내기 싫어서 그냥 아무소리 안하고 나온거에요. 
음식이 맛있어서 만족을 해서인게 아니라. 

진짜 가족이랑 소중한 시간 보내려는 의도를 아주 쓰레기통에 처 박는것같네요. 

저 말고도 비슷하게 느끼고 그냥 차마 가족이 옆에있어서 화내기 싫고 별말 더 안하고 ""여기다신안와"" 하신분들 몇분 있을까봐 이렇게 글 남깁니다. 

참 진짜 사장이 예의도 없고 배려도 없고. 

생각이란걸 아예 할줄을 모르나. 어찌 저리 철면피로 장사를 할 생각을 하는지.
더보기"
3856,서울서둘째로잘하는집,전통찻집,제이미,100,2023.02.26.,단팥죽 엄청 맛있었어요~ 아기 주먹만한 찹쌀새알이 들어가 있습니다 밤도 엄청 달았어요
3857,서울서둘째로잘하는집,전통찻집,Seokhyun Alex Mo,100,2023.02.19.,"아늑하고 따뜻한 팥죽집에서 먹는 매우 달콤한 단팥죽. 
같은 사진인것같지만 여러번 방문할정도로 단골 될만한 맛집같습니다. 여기 시그니처는 단팥죽인것같네요"
3858,서울서둘째로잘하는집,전통찻집,흇,100,2023.01.28.,팥죽 너무 맛있어용
3859,서울서둘째로잘하는집,전통찻집,박상민,20,2023.01.25.,"내돈주고 갈곳은 아닙니다.
이미 도착해서 이글을 보셨다면 주문취소하고 일어나세요...

둘째로 잘해서 다행입니다..."
3860,서울서둘째로잘하는집,전통찻집,cercle,60,2023.01.20.,
3861,서울서둘째로잘하는집,전통찻집,승우,100,2022.12.23.,
3862,서울서둘째로잘하는집,전통찻집,안녕하세요,20,2022.12.20.,팥죽만 먹어야 합니다. 식혜 한번 도전 했다가 식혜에서 머리카락 나와서 토할뻔.. 미안하다는 말도 없었습니다. 다시 내줘서 식혜 먹었는데 맛도 이상해서 다 남기고 옴.
3863,서울서둘째로잘하는집,전통찻집,iliililiill,60,2022.11.28.,"재료에 신경 쓰시는 게 느껴졌지만 
양이 적고 엄청 달아요 
한번쯤 먹어볼 만은 한 것 같아요"
3864,서울서둘째로잘하는집,전통찻집,친친,40,2022.11.15.,단팥죽 진짜~~ 달아요... 쌍화탕은 좀 별로였어요. 솔직히 왜 이렇게 별점이 높은지 모를;; 제 취향은 아니었습니다
3865,서울서둘째로잘하는집,전통찻집,봄봄,80,2022.11.09.,달달하니 누구나 좋아할 단팥죽.
3866,서울서둘째로잘하는집,전통찻집,young (violet),20,2022.10.25.,"맛은 괜찮네요. 
근데 서비스가 좀 기분나쁘네요. 창가쪽에 자리가 나서 앉으려고 했더니 혼자 오셨으면 안쪽으로 앉으라고 자리를 안내해주더라구요. 그래서 안쪽으로 들어오니 주방으로 가는 통로쪽에 억지로 만든 것같은 자리에 앉으라는거에요. 자리가 없는것도 아니고 안쪽에 테이블이 세테이블이나 더 있었는데요.  그래서 어이가 없어하다가 그냥 저쪽에 앉으면 안되냐고 했더니 그러라고 하시더라구요. 이왕 들어왔으니 먹고 나가자 싶어서 메뉴 시키고 먹었지만 기분이 상한 상태로 먹었어요. 혼자여도 손님이고 테이블이 남는 상태에서 홀대받는 기분은 썩 유쾌하진 않네요. 맛은 있어도 다신 안올듯. 
(나올때 보니 밖에 홀쪽은 테이블이 반이나 비어서 왜 굳이 저쪽에다 안내를 하냐고 했더니 혼자서는 저기에 앉아도 충분하지 않냐고 하시네요. 허허)
더보기"
3867,서울서둘째로잘하는집,전통찻집,맛진,60,2022.09.22.,
3868,서울서둘째로잘하는집,전통찻집,코코넛,100,2022.08.30.,"내부는 협소하지만, 분위기는 따뜻하고 팥죽은 맛있습니다.
동짓날에 포장으로 먹었다가 두고두고 생각나서 친구들과 다시 방문했어요.
양이 많지 않아서 아쉽긴 하지만, 팥죽 본연의 맛을 충분히 느낄 수 있어서 좋았습니다.
달지 않아서 끝까지 물리지 않고 맛있게 먹을 수 있어요. 개인 입맛이 천차만별이지만, 저는 맛있게 먹었습니다.
이제 겨울인데 앞으로도 종종 찾아갈게요:)
더보기"
3869,서울서둘째로잘하는집,전통찻집,ユン,20,2022.07.17.,"너무 평이 좋네요. 단팥죽, 수정과 둘다 너무 달고, 수정과는 무슨 약재를 넣었는지 이상한 향이 나서 먹기 힘들었음."
3870,서울서둘째로잘하는집,전통찻집,로제,100,2022.07.17.,엄청 달아요 부드럽고 맛있어요
3871,서울서둘째로잘하는집,전통찻집,병아리,100,2022.07.10.,"친절하고 팥죽도 정말 맛있어요
재방문 의사 있어요^^
팥죽 가격이 올랐다고는 하지만 
요즘 가격 안오르는게 있을까요? 
그자리에서 오래오래 장사 해주셨으면 좋겠습니다.
더보기"
3872,서울서둘째로잘하는집,전통찻집,고카소,80,2022.06.12.,
3873,서울서둘째로잘하는집,전통찻집,doodle,100,2022.05.19.,너무 맛있었어서 오늘 또 찾아왔어요
3874,서울서둘째로잘하는집,전통찻집,CEJ,20,2022.05.08.,"포장그릇 양이 가격에 비해 너무 작고
맛은 달기만한  마트 동원 팥죽맛
최악은 불친절 이었음
손님도 별로 없었는데 계산하러 들어가니 포장주문은 밖에서 하라는데.. 야단맞는 기분이었음
모처럼의 휴일에 내돈내고 사먹으며
이런 취급을 받아야 하는건지
다시는 가고싶지 않은 ..앞으로 절대 갈일 없는 가게
더보기"
3875,서울서둘째로잘하는집,전통찻집,밥,100,2022.05.06.,팥죽 한 입에 행복감 MAX
3876,서울서둘째로잘하는집,전통찻집,배곺,100,2022.04.09.,남자친구랑 잘 먹고갸요 ㅎㅎ
3877,서울서둘째로잘하는집,전통찻집,브러우니양,100,2022.04.07.,20년전 삼청동이 허허벌판에 작은 가게들 띄엄띄엄 있을적부터 자리를 지켜온 둘째로 잘하는 집. 겨울에 단팥죽이랑 십전대보탕 먹던 추억에 마음이 따뜻해지는 곳. 단팥죽은 작은 그릇에 딱 입가심할 정도의 양으로 단팥죽과 일본식 당고의 중간 정도의 느낌. 원래 이집 스타일이니 뭐라할건 아닌것 같아요. 가격대비 비싼 느낌있지만 가끔 가서 먹고 싶네요.
3878,서울서둘째로잘하는집,전통찻집,돈 아껴주는 사람,100,2022.03.23.,"좋았다..
맛있었음
팥죽이 맛있는거구나 했음
데려갔던 사람한테 왜 첫번째로 잘하는집 안데려가냐 했는데 그건 집밥이라고
근데 우리집은 외식함
더보기"
3879,서울서둘째로잘하는집,전통찻집,마,80,2022.02.24.,
3880,서울서둘째로잘하는집,전통찻집,윰,80,2022.02.19.,"맛은 있는데 가격에 비해 
너어ㅓㅓㅓㅓㅓ무 적어요...;;ㅠ

포장해왔는데 조그만 통에 담아줘서 놀램..
꽉 채워주는것두 아니구...

팥죽에 계피 가루가 잘어울렸음
더보기"
3881,서울서둘째로잘하는집,전통찻집,마들렌,100,2022.02.11.,"아기때부터 삼청동가면 꼭 들렸던 맛집이예요!
엄청 달달하고 맛있어요! 여기 은행이 최애 ㅎㅎㅎㅎ 다른건 다 좋은데 사람들이 너무 많아요 ㅠㅠ 사람들 적은 시간에 가야합니다~"
3882,서울서둘째로잘하는집,전통찻집,미나리,80,2022.01.29.,좋아했던 집인데 원래 이렇게 달았나요..?
3883,서울서둘째로잘하는집,전통찻집,moond,100,2022.01.23.,달달❤
3884,서울서둘째로잘하는집,전통찻집,s여사,100,2022.01.14.,"삼청동 주민 추천 맛집3
최고였다"
3885,서울서둘째로잘하는집,전통찻집,9여운순돌,100,2022.01.09.,단팥죽은 요기.. 백년만년 계속 있어줬으면 좋겠어요
3886,서울서둘째로잘하는집,전통찻집,ABC,20,2022.01.07.,"단팥죽과 차는 맛있고 좋은데 서빙하는 분이
너무 불친절 하고 손님이 많다보니 무성의 하게
 대하는게  느껴짐, 단팥죽 7천원 쌍화차 7천원이면
저렴한 집은 아닌데 손님을 대하는 태도는
싸구려집
더보기"
3887,서울서둘째로잘하는집,전통찻집,짱,80,2022.01.02.,
3888,서울서둘째로잘하는집,전통찻집,흰둥이,100,2021.12.03.,너무 맛있어요 맨날 갈때마다 대기가 많아서 미루다 드디어 와봤어요 단팥죽 맛있다 생각한적 없는데 넘 달고 맛있었습니다 양이 적다고 생각할수도 있겠지만 달아서 아주 딱 좋은 양 같아요 더 많았으면 조금 물렸을거같아요 따뜻한 물 주시는것도 좋았고 주인분들도 친절해서 또 가고싶어요!!
3889,서울서둘째로잘하는집,전통찻집,Y,20,2021.12.02.,
3890,서울서둘째로잘하는집,전통찻집,이영준,20,2021.12.01.,"양이 넘 적어요~☆
곱배기도 팔았우면 좋겠어요~☆"
3891,서울서둘째로잘하는집,전통찻집,앤셜리,100,2021.11.29.,계피가루랑 밤이랑 찹쌀떡이랑 은행이랑 들어있는데 달달하고 부드럽고 넘 맛있어요ㅠㅠ 좀 달긴한데 충분히 맛있는 달달함이고 양이 많지 않아서 이정도 달기는 괜찮은 거 같아요  친절하신것도 좋았네요
3892,서울서둘째로잘하는집,전통찻집,냠냠이,100,2021.11.28.,"오랜만에 와서 먹었는데 여전히 맛있네요.
찹쌀떡도 크고 밤도 커서 더 맛있습니다.

삼청동이 많이 사람이 없어서 그게 좀 아쉽네요"
3893,서울서둘째로잘하는집,전통찻집,.,40,2021.11.22.,"맛은 있는데
1. 다 먹으니까 바로 치우심. 대기가 있는 것도 아니었고 자리 충분했는데 다 먹었으면 나가라는 것인지?
2. 코로나라고 추운데 창문 못닫게 하시면서 맨손으로 밤 까시다가 손님 카드 받고 다시 그 손으로 밤 까시는.. 다시 간다면 고명 중에 밤은 빼달라고 할 듯..
더보기"
3894,서울서둘째로잘하는집,전통찻집,가나다,100,2021.10.01.,"이거비싸다는 인간들 별다방
커피는 우째먹는가"
3895,서울서둘째로잘하는집,전통찻집,송영찬,100,2021.08.24.,세상에서 첫째로 잘하는 집
3896,서울서둘째로잘하는집,전통찻집,정신체리,100,2021.08.24.,여기꺼아니면 팥죽 안먹습니다
3897,서울서둘째로잘하는집,전통찻집,랄랄라,100,2021.08.16.,
3898,서울서둘째로잘하는집,전통찻집,김은숙,100,2021.08.13.,맛있는 단팥죽~
3899,서울서둘째로잘하는집,전통찻집,🧋,100,2021.08.09.,"단팥죽이 매우 달달해서 디저트로 먹으면 좋음.
계피향과 단팥죽 안에 들어있는 찹쌀떡의 조화가 기가 막힘.
양은 많지 않음."
3900,서울서둘째로잘하는집,전통찻집,오리오리,80,2021.07.22.,"단팥죽과 식혜 둘다 맛이 진하고 아주 달다
포장해와서 집에서 우유빙수 위에 올려먹으니 간이 딱 맞다 식혜도 물 더 넣고 얼음 넣어 먹으니 딱 좋다 한잔 가격에 3잔 마실 수 있는 식혜원액같은 느낌"
3901,서울서둘째로잘하는집,전통찻집,이태리심슨,80,2021.06.06.,"평소에 달콤한 팥죽을 좋아하는편은 아니지만 맛의 균형이 잘 맞아 맛있게 먹었습니다. 달콤한 단팥죽에 고소한 밤과 은행, 콩 그리고 심심한 찹쌀떡을 함께하니 조화롭고 좋았습니다. 
더운날 팥빙수는 판매하지 않아 주문한 수정과가 의외로 상당히 좋았습니다. 진한 계피향의 수정과안에 불은 곶감이 하나 들어있는데 수정과에 녹진하게 불은 곶감이 부드럽고 좋았습니다. 하지만 곶감 특유의 식감은 아예 남아있진 않았습니다. 
하지만 양이 너무 작아요.
더보기"
3902,서울서둘째로잘하는집,전통찻집,불꽃,40,2021.05.19.,"양은으로 팥죽 가열!! 포장은 죄다 플라스틱 용기. 심지어 팥죽은 플라스틱(멜라닌) 그릇에 담아서 내보냄! 
 아무리 좋은 원료(?)를 썼다해도 이해 안가는 가격과 양!!! 
 포장하는 사람들이 이해가 안갑니다."
3903,서울서둘째로잘하는집,전통찻집,시민B,60,2021.05.04.,3.5 보통이에요
3904,서울서둘째로잘하는집,전통찻집,2021,80,2021.03.21.,좋아요 칼국수먹고 팥죽먹고 삼청공원 한바퀴 크
3905,서울서둘째로잘하는집,전통찻집,( ღ'ᴗ'ღ ),60,2021.03.13.,"쌍화차처럼 계피향이 돌며, 진하고 입자가 고운 단팥죽. 그런데 진짜 달아도 너무 달아요... 1인 1그릇씩 먹었는데 양도 가격대비 좀 아쉬워요. 고명으로 직접 만든 듯한 큼직한 찹쌀떡과 밤, 콩 등이 올라가 있는 건 좋았는데(떡이 맛있음) 개인적으로 재방문할 만한 집은 아니라고 생각했어요."
3906,서울서둘째로잘하는집,전통찻집,timmy,80,2021.03.03.,"양에비해 가격이 높다고 생각되네요
나머지는 모두 만족!"
